episode,dataset,dataset_name,task_id,dataset_id,split_type,reward,loss,epsilon,f1,pipeline,invalid_count,pipeline_length,cache_hit
2590,cmc,cmc,23,23,train,0.35049951258036255,0.0061303114518523215,0.05,0.4304995125803625,"['feature_selection', 'standard_scaler', 'pca', 'random_forest']",0,4,False
2591,climate-model-simulation-crashes,climate-model-simulation-crashes,146819,40994,train,0.39413793103448275,0.005969956144690513,0.05,0.4741379310344827,"['standard_scaler', 'pca', 'feature_selection', 'random_forest']",0,4,False
2592,kr-vs-kp,kr-vs-kp,3,3,train,0.8349698044803753,0.006934328563511371,0.05,0.9149698044803753,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,True
2593,mfeat-morphological,mfeat-morphological,18,18,train,0.37619566871878,0.008082008454948664,0.05,0.39619566871878004,['svm'],0,1,True
2594,PhishingWebsites,PhishingWebsites,14952,4534,train,0.8657059397705829,0.005578259518370032,0.05,0.9457059397705829,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,True
2595,cylinder-bands,cylinder-bands,14954,6332,train,0.5782633053221289,0.005425299424678088,0.05,0.658263305322129,"['standard_scaler', 'pca', 'feature_selection', 'svm']",0,4,False
2596,mnist_784,mnist_784,3573,554,train,0.885386334314991,0.005945824831724167,0.05,0.9653863343149911,"['standard_scaler', 'pca', 'feature_selection', 'svm']",0,4,True
2597,wilt,wilt,146820,40983,train,0.40607833883907507,0.004641395714133978,0.05,0.48607833883907503,"['minmax_scaler', 'pca', 'feature_selection', 'svm']",0,4,False
2598,banknote-authentication,banknote-authentication,10093,1462,train,0.9170345596432552,0.0040821111761033535,0.05,0.9770345596432553,"['standard_scaler', 'pca', 'knn']",0,3,False
2599,splice,splice,45,46,train,0.6641296124145871,0.0066766950301826,0.05,0.7441296124145872,"['minmax_scaler', 'pca', 'feature_selection', 'knn']",0,4,True
2600,isolet,isolet,3481,300,train,0.946933827324566,0.004492915701121092,0.05,0.966933827324566,['svm'],0,1,True
2601,jm1,jm1,3904,1053,train,0.4463277243108773,0.00956115610897541,0.05,0.5263277243108773,"['standard_scaler', 'feature_selection', 'pca', 'svm']",0,4,True
2602,sick,sick,3021,38,train,0.5749926238145415,0.012251309934072196,0.05,0.6349926238145416,"['minmax_scaler', 'pca', 'random_forest']",0,3,False
2603,ilpd,ilpd,9971,1480,train,0.5227895694360218,0.00967353703454137,0.05,0.6027895694360219,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,False
2604,dna,dna,167140,40670,train,0.7375017659658013,0.007865828182548284,0.05,0.8175017659658014,"['minmax_scaler', 'pca', 'feature_selection', 'knn']",0,4,True
2605,MiceProtein,MiceProtein,146800,40966,train,0.886459424231296,0.007656908314675093,0.05,0.966459424231296,"['minmax_scaler', 'pca', 'feature_selection', 'knn']",0,4,False
2606,jungle_chess_2pcs_raw_endgame_complete,jungle_chess_2pcs_raw_endgame_complete,167119,41027,train,0.7002702369747347,0.004201958421617746,0.05,0.7202702369747347,['random_forest'],0,1,True
2607,vowel,vowel,3022,307,train,0.8932867998032367,0.00999395859738191,0.05,0.9332867998032367,"['pca', 'svm']",0,2,False
2608,mfeat-pixel,mfeat-pixel,146824,40979,train,0.9135336009020217,0.006569376855622977,0.05,0.9735336009020218,"['pca', 'standard_scaler', 'svm']",0,3,False
2609,mfeat-factors,mfeat-factors,12,12,train,0.8713482373140695,0.007214127224870026,0.05,0.9313482373140696,"['pca', 'standard_scaler', 'svm']",0,3,False
2610,Internet-Advertisements,Internet-Advertisements,167125,40978,train,0.8392859065823126,0.004833494313061237,0.05,0.9192859065823127,"['standard_scaler', 'pca', 'feature_selection', 'svm']",0,4,False
2611,tic-tac-toe,tic-tac-toe,49,50,train,0.8334528698787939,0.006435675686225295,0.05,0.9134528698787939,"['minmax_scaler', 'pca', 'feature_selection', 'svm']",0,4,False
2612,CIFAR_10,CIFAR_10,167124,40927,train,0.45343419511218663,0.005236392933875322,0.05,0.5334341951121866,"['minmax_scaler', 'pca', 'feature_selection', 'svm']",0,4,False
2613,credit-g,credit-g,31,31,train,0.5137428186861889,0.006621539313346148,0.05,0.593742818686189,"['minmax_scaler', 'pca', 'feature_selection', 'random_forest']",0,4,True
2614,mfeat-zernike,mfeat-zernike,22,22,train,0.767151823296064,0.00608528188119332,0.05,0.807151823296064,"['pca', 'random_forest']",0,2,False
2615,mfeat-karhunen,mfeat-karhunen,16,16,train,0.942266485276634,0.0076265093715240555,0.05,0.9822664852766341,"['pca', 'svm']",0,2,False
2616,kc2,kc2,3913,1063,train,0.5994444444444444,0.006157140713185072,0.05,0.6394444444444445,"['standard_scaler', 'knn']",0,2,False
2617,har,har,14970,1478,train,0.9440564175807428,0.008533373940736055,0.05,0.9640564175807428,['knn'],0,1,True
2618,analcatdata_dmft,analcatdata_dmft,3560,469,train,0.13291243663309396,0.004868167297293742,0.05,0.17291243663309394,"['standard_scaler', 'random_forest']",0,2,True
2619,wall-robot-navigation,wall-robot-navigation,9960,1497,train,0.7826993537701298,0.0051272829528898,0.05,0.8626993537701299,"['pca', 'minmax_scaler', 'feature_selection', 'random_forest']",0,4,False
2620,pc1,pc1,3918,1068,train,0.5781897730380092,0.004498260375112295,0.05,0.6581897730380093,"['minmax_scaler', 'pca', 'feature_selection', 'knn']",0,4,False
2621,satimage,satimage,2074,182,train,0.806703283244394,0.01563026700168848,0.05,0.8867032832443941,"['standard_scaler', 'pca', 'feature_selection', 'random_forest']",0,4,False
2622,electricity,electricity,219,151,train,0.7601780933780748,0.010869158525019884,0.05,0.8401780933780749,"['standard_scaler', 'pca', 'feature_selection', 'random_forest']",0,4,False
2623,cnae-9,cnae-9,9981,1468,train,0.8380823551323052,0.00858006440103054,0.05,0.8980823551323053,"['pca', 'standard_scaler', 'random_forest']",0,3,False
2624,texture,texture,125922,40499,train,0.9350832992800269,0.007318596200396617,0.05,0.9750832992800269,"['standard_scaler', 'random_forest']",0,2,False
2625,letter,letter,6,6,train,0.9396450989680648,0.011626523919403553,0.05,0.9596450989680648,['random_forest'],0,1,True
2626,GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,14969,4538,train,0.41936242244136973,0.00836823033168912,0.05,0.4993624224413697,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,False
2627,bank-marketing,bank-marketing,14965,1461,train,0.6073066972455914,0.006250878097489476,0.05,0.6873066972455915,"['standard_scaler', 'pca', 'feature_selection', 'svm']",0,4,True
2628,connect-4,connect-4,146195,40668,train,0.5086040068506669,0.008154400251805782,0.05,0.5886040068506669,"['standard_scaler', 'pca', 'feature_selection', 'svm']",0,4,False
2629,analcatdata_authorship,analcatdata_authorship,3549,458,train,0.9199999999999999,0.008691869303584098,0.05,1.0,"['standard_scaler', 'pca', 'feature_selection', 'svm']",0,4,False
2630,segment,segment,146822,40984,train,0.8363658704358558,0.006463056430220604,0.05,0.8763658704358558,"['standard_scaler', 'knn']",0,2,True
2631,car,car,146821,40975,train,0.893771772421513,0.005903603974729776,0.05,0.933771772421513,"['minmax_scaler', 'random_forest']",0,2,False
2632,Devnagari-Script,Devnagari-Script,167121,40923,train,0.9154353510216617,0.007521701278164983,0.05,0.9354353510216618,['svm'],0,1,True
2633,numerai28.6,numerai28.6,167120,23517,train,0.421333917691626,0.005963315535336733,0.05,0.5013339176916259,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,True
2634,semeion,semeion,9964,1501,train,0.8460712971664038,0.0061430250643752515,0.05,0.9060712971664039,"['pca', 'standard_scaler', 'svm']",0,3,False
2635,eucalyptus,eucalyptus,2079,188,train,0.436114554711046,0.0047517168335616585,0.05,0.516114554711046,"['minmax_scaler', 'pca', 'feature_selection', 'knn']",0,4,False
2636,balance-scale,balance-scale,11,11,train,0.49711442786069654,0.006138090416789055,0.05,0.5771144278606966,"['standard_scaler', 'feature_selection', 'pca', 'random_forest']",0,4,False
2637,blood-transfusion-service-center,blood-transfusion-service-center,10101,1464,train,0.46661064425770304,0.0065176228526979685,0.05,0.5266106442577031,"['standard_scaler', 'pca', 'svm']",0,3,False
2638,ozone-level-8hr,ozone-level-8hr,9978,1487,train,0.537152149321267,0.008586700819432736,0.05,0.617152149321267,"['minmax_scaler', 'pca', 'feature_selection', 'knn']",0,4,True
2639,Fashion-MNIST,Fashion-MNIST,146825,40996,train,0.7788386540142296,0.005808696197345853,0.05,0.8588386540142297,"['feature_selection', 'standard_scaler', 'pca', 'knn']",0,4,False
2640,Internet-Advertisements,Internet-Advertisements,167125,40978,train,0.8065488086087624,0.004314393363893032,0.05,0.8865488086087625,"['minmax_scaler', 'pca', 'feature_selection', 'knn']",0,4,False
2641,churn,churn,167141,40701,train,0.6803663731894348,0.012937896978110075,0.05,0.7603663731894349,"['standard_scaler', 'pca', 'feature_selection', 'random_forest']",0,4,False
2642,analcatdata_dmft,analcatdata_dmft,3560,469,train,0.14633112918827204,0.009956037780890862,0.05,0.18633112918827202,"['standard_scaler', 'svm']",0,2,True
2643,electricity,electricity,219,151,train,0.6896082394373222,0.009047639463096857,0.05,0.7696082394373223,"['standard_scaler', 'pca', 'feature_selection', 'svm']",0,4,False
2644,ilpd,ilpd,9971,1480,train,0.541475985942991,0.01044926280155778,0.05,0.621475985942991,"['standard_scaler', 'pca', 'feature_selection', 'random_forest']",0,4,True
2645,GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,14969,4538,train,0.31856424517275317,0.008011195622384549,0.05,0.39856424517275313,"['minmax_scaler', 'pca', 'feature_selection', 'svm']",0,4,False
2646,mfeat-pixel,mfeat-pixel,146824,40979,train,0.9512976271040787,0.007959132548421621,0.05,0.9712976271040787,['random_forest'],0,1,True
2647,jm1,jm1,3904,1053,train,0.4463277243108773,0.00673511354252696,0.05,0.5263277243108773,"['standard_scaler', 'pca', 'feature_selection', 'svm']",0,4,False
2648,bank-marketing,bank-marketing,14965,1461,train,0.6073066972455914,0.005615549301728607,0.05,0.6873066972455915,"['standard_scaler', 'pca', 'feature_selection', 'svm']",0,4,True
2649,ozone-level-8hr,ozone-level-8hr,9978,1487,train,0.4572050816696914,0.005506579950451851,0.05,0.5372050816696914,"['minmax_scaler', 'pca', 'feature_selection', 'random_forest']",0,4,False
2650,pc4,pc4,3902,1049,train,0.5382040144223943,0.005302113527432084,0.05,0.6182040144223944,"['minmax_scaler', 'pca', 'feature_selection', 'knn']",0,4,False
2651,mfeat-factors,mfeat-factors,12,12,train,0.8713482373140695,0.004809035279322416,0.05,0.9313482373140696,"['pca', 'standard_scaler', 'svm']",0,3,True
2652,isolet,isolet,3481,300,train,0.946933827324566,0.005074000684544444,0.05,0.966933827324566,['svm'],0,1,True
2653,balance-scale,balance-scale,11,11,train,0.5074339401056958,0.005800990527495742,0.05,0.5874339401056958,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,False
2654,vowel,vowel,3022,307,train,0.8932867998032367,0.0060498771878580255,0.05,0.9332867998032367,"['pca', 'svm']",0,2,True
2655,kc2,kc2,3913,1063,train,0.5006680881307746,0.004868553718551993,0.05,0.5806680881307746,"['minmax_scaler', 'pca', 'feature_selection', 'svm']",0,4,False
2656,mfeat-karhunen,mfeat-karhunen,16,16,train,0.9333248775709813,0.005223261037220557,0.05,0.9733248775709813,"['pca', 'knn']",0,2,False
2657,dna,dna,167140,40670,train,0.800125397104802,0.004586720839142799,0.05,0.8601253971048021,"['minmax_scaler', 'pca', 'random_forest']",0,3,False
2658,adult,adult,7592,1590,train,0.6664147262354563,0.006707963580265641,0.05,0.7464147262354563,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,True
2659,nomao,nomao,9977,1486,train,0.8590459225627097,0.005892005003988743,0.05,0.9390459225627098,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,True
2660,eucalyptus,eucalyptus,2079,188,train,0.43585661908242557,0.007125336676836014,0.05,0.5158566190824255,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,False
2661,Devnagari-Script,Devnagari-Script,167121,40923,train,0.9154353510216617,0.01974315568804741,0.05,0.9354353510216618,['svm'],0,1,True
2662,mfeat-morphological,mfeat-morphological,18,18,train,0.4173293371596711,0.013689649601777395,0.05,0.4573293371596711,"['pca', 'svm']",0,2,False
2663,analcatdata_authorship,analcatdata_authorship,3549,458,train,0.911299312501844,0.009317536000162363,0.05,0.9912993125018441,"['minmax_scaler', 'pca', 'feature_selection', 'random_forest']",0,4,False
2664,har,har,14970,1478,train,0.8749743830883062,0.007044678926467896,0.05,0.9549743830883063,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,True
2665,wilt,wilt,146820,40983,train,0.46350918424144966,0.00863988297060132,0.05,0.5435091842414497,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,False
2666,mnist_784,mnist_784,3573,554,train,0.8671844329115537,0.0054600854404270645,0.05,0.9471844329115537,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,True
2667,Fashion-MNIST,Fashion-MNIST,146825,40996,train,0.7788386540142296,0.005467865057289601,0.05,0.8588386540142297,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,True
2668,climate-model-simulation-crashes,climate-model-simulation-crashes,146819,40994,train,0.47311355311355313,0.007831387873739003,0.05,0.5531135531135531,"['standard_scaler', 'pca', 'feature_selection', 'svm']",0,4,False
2669,blood-transfusion-service-center,blood-transfusion-service-center,10101,1464,train,0.4100862068965518,0.0054325850680470465,0.05,0.49008620689655175,"['minmax_scaler', 'pca', 'feature_selection', 'svm']",0,4,True
2670,connect-4,connect-4,146195,40668,train,0.5501899942853489,0.006612605974078178,0.05,0.6301899942853489,"['minmax_scaler', 'pca', 'feature_selection', 'svm']",0,4,False
2671,segment,segment,146822,40984,train,0.8434878459592394,0.006108939026792844,0.05,0.8834878459592395,"['minmax_scaler', 'knn']",0,2,True
2672,cnae-9,cnae-9,9981,1468,train,0.7613428952452173,0.006984534906223416,0.05,0.8213428952452173,"['pca', 'minmax_scaler', 'knn']",0,3,False
2673,MiceProtein,MiceProtein,146800,40966,train,0.906459424231296,0.006325377034954727,0.05,0.966459424231296,"['minmax_scaler', 'pca', 'knn']",0,3,False
2674,kr-vs-kp,kr-vs-kp,3,3,train,0.8549698044803753,0.004987687687389553,0.05,0.9149698044803753,"['standard_scaler', 'pca', 'knn']",0,3,False
2675,texture,texture,125922,40499,train,0.9350832992800269,0.004574635686973731,0.05,0.9750832992800269,"['standard_scaler', 'random_forest']",0,2,True
2676,tic-tac-toe,tic-tac-toe,49,50,train,0.7277084206116462,0.0060577187687158585,0.05,0.8077084206116463,"['standard_scaler', 'pca', 'feature_selection', 'random_forest']",0,4,False
2677,banknote-authentication,banknote-authentication,10093,1462,train,0.8971369121930919,0.00407750514568761,0.05,0.9571369121930919,"['minmax_scaler', 'pca', 'random_forest']",0,3,False
2678,satimage,satimage,2074,182,train,0.8032603083013382,0.005017487425357103,0.05,0.8832603083013383,"['minmax_scaler', 'pca', 'feature_selection', 'knn']",0,4,False
2679,pc1,pc1,3918,1068,train,0.5033333333333332,0.006174160400405526,0.05,0.5833333333333333,"['minmax_scaler', 'pca', 'feature_selection', 'svm']",0,4,False
2680,jungle_chess_2pcs_raw_endgame_complete,jungle_chess_2pcs_raw_endgame_complete,167119,41027,train,0.6077667756464779,0.005071423947811127,0.05,0.6877667756464779,"['minmax_scaler', 'pca', 'feature_selection', 'knn']",0,4,False
2681,mfeat-fourier,mfeat-fourier,14,14,train,0.8356033166401582,0.026399905793368816,0.05,0.8556033166401582,['svm'],0,1,True
2682,sick,sick,3021,38,train,0.4716763766372049,0.01566973254084587,0.05,0.5516763766372049,"['minmax_scaler', 'pca', 'feature_selection', 'knn']",0,4,False
2683,CIFAR_10,CIFAR_10,167124,40927,train,0.2651775284729758,0.012560914363712072,0.05,0.3451775284729758,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,True
2684,splice,splice,45,46,train,0.688895548224428,0.013914008531719447,0.05,0.7688955482244281,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,True
2685,car,car,146821,40975,train,0.7111361961994872,0.008803952764719725,0.05,0.7911361961994873,"['standard_scaler', 'pca', 'feature_selection', 'random_forest']",0,4,False
2686,first-order-theorem-proving,first-order-theorem-proving,9985,1475,train,0.2659060952625091,0.008361269999295474,0.05,0.34590609526250904,"['standard_scaler', 'pca', 'feature_selection', 'svm']",0,4,False
2687,mfeat-zernike,mfeat-zernike,22,22,train,0.7806886889810472,0.011623897938989103,0.05,0.8406886889810472,"['pca', 'minmax_scaler', 'svm']",0,3,False
2688,semeion,semeion,9964,1501,train,0.906793680365684,0.00848757300991565,0.05,0.966793680365684,"['standard_scaler', 'pca', 'svm']",0,3,False
2689,credit-g,credit-g,31,31,train,0.5179532163742689,0.007386515848338604,0.05,0.597953216374269,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,True
2690,cmc,cmc,23,23,train,0.3589618033221261,0.008945157169364393,0.05,0.4189618033221261,"['standard_scaler', 'pca', 'knn']",0,3,False
2691,letter,letter,6,6,train,0.9025431061109469,0.007553864503279328,0.05,0.9225431061109469,['svm'],0,1,True
2692,breast-w,breast-w,15,15,train,0.9055608352587297,0.009583069011569023,0.05,0.9655608352587297,"['minmax_scaler', 'pca', 'svm']",0,3,True
2693,cylinder-bands,cylinder-bands,14954,6332,train,0.5932142857142857,0.0077513975091278555,0.05,0.6732142857142858,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,True
2694,wdbc,wdbc,9946,1510,train,0.8863777252429734,0.006477276049554348,0.05,0.9663777252429735,"['minmax_scaler', 'pca', 'feature_selection', 'svm']",0,4,True
2695,PhishingWebsites,PhishingWebsites,14952,4534,train,0.8657059397705829,0.005770010501146316,0.05,0.9457059397705829,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,True
2696,credit-approval,credit-approval,29,29,train,0.7314438502673797,0.004401975485961884,0.05,0.7914438502673797,"['standard_scaler', 'pca', 'svm']",0,3,False
2697,wall-robot-navigation,wall-robot-navigation,9960,1497,train,0.7832327123651053,0.00653368653729558,0.05,0.8632327123651053,"['minmax_scaler', 'pca', 'feature_selection', 'svm']",0,4,False
2698,dresses-sales,dresses-sales,125920,23381,train,0.4375296442687747,0.006315751816146076,0.05,0.4975296442687747,"['standard_scaler', 'pca', 'random_forest']",0,3,False
2699,numerai28.6,numerai28.6,167120,23517,train,0.4413339176916259,0.0059723700396716595,0.05,0.5013339176916259,"['standard_scaler', 'pca', 'knn']",0,3,False
2700,cnae-9,cnae-9,9981,1468,train,0.8791466831761778,0.005406924174167216,0.05,0.9391466831761779,"['pca', 'minmax_scaler', 'svm']",0,3,False
2701,mfeat-pixel,mfeat-pixel,146824,40979,train,0.9158066757618092,0.024136376101523638,0.05,0.9758066757618092,"['pca', 'minmax_scaler', 'svm']",0,3,False
2702,satimage,satimage,2074,182,train,0.8101812216636612,0.02077043876051903,0.05,0.8901812216636613,"['minmax_scaler', 'pca', 'feature_selection', 'random_forest']",0,4,False
2703,cmc,cmc,23,23,train,0.3435884037059786,0.015563442744314671,0.05,0.42358840370597856,"['minmax_scaler', 'pca', 'feature_selection', 'random_forest']",0,4,False
2704,analcatdata_dmft,analcatdata_dmft,3560,469,train,0.08444581720341543,0.013170479563996196,0.05,0.14444581720341543,"['pca', 'standard_scaler', 'random_forest']",0,3,False
2705,wdbc,wdbc,9946,1510,train,0.8658830341632888,0.009140448411926627,0.05,0.9258830341632889,"['standard_scaler', 'pca', 'random_forest']",0,3,False
2706,dresses-sales,dresses-sales,125920,23381,train,0.41752964426877476,0.010385285876691342,0.05,0.4975296442687747,"['standard_scaler', 'pca', 'feature_selection', 'random_forest']",0,4,False
2707,MiceProtein,MiceProtein,146800,40966,train,0.9268910177679521,0.008986339205875993,0.05,0.9868910177679522,"['minmax_scaler', 'pca', 'random_forest']",0,3,False
2708,wall-robot-navigation,wall-robot-navigation,9960,1497,train,0.7722526634526184,0.008036783197894692,0.05,0.8322526634526185,"['minmax_scaler', 'pca', 'knn']",0,3,False
2709,blood-transfusion-service-center,blood-transfusion-service-center,10101,1464,train,0.5596588486140724,0.011202092748135328,0.05,0.6396588486140725,"['minmax_scaler', 'pca', 'feature_selection', 'knn']",0,4,False
2710,CIFAR_10,CIFAR_10,167124,40927,train,0.2851775284729757,0.0041003707447089255,0.05,0.3451775284729758,"['standard_scaler', 'pca', 'knn']",0,3,False
2711,adult,adult,7592,1590,train,0.6664147262354563,0.006109317112714052,0.05,0.7464147262354563,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,True
2712,breast-w,breast-w,15,15,train,0.9055608352587297,0.007537101046182215,0.05,0.9655608352587297,"['minmax_scaler', 'pca', 'knn']",0,3,False
2713,jungle_chess_2pcs_raw_endgame_complete,jungle_chess_2pcs_raw_endgame_complete,167119,41027,train,0.717654460471166,0.005702662002295256,0.05,0.7976544604711661,"['minmax_scaler', 'pca', 'feature_selection', 'random_forest']",0,4,False
2714,mfeat-zernike,mfeat-zernike,22,22,train,0.7806886889810472,0.0050004355143755674,0.05,0.8406886889810472,"['pca', 'minmax_scaler', 'svm']",0,3,True
2715,car,car,146821,40975,train,0.8551110581357987,0.008042252063751221,0.05,0.9351110581357988,"['minmax_scaler', 'pca', 'feature_selection', 'svm']",0,4,False
2716,first-order-theorem-proving,first-order-theorem-proving,9985,1475,train,0.4172976358892342,0.006816923385486007,0.05,0.47729763588923424,"['standard_scaler', 'pca', 'random_forest']",0,3,False
2717,balance-scale,balance-scale,11,11,train,0.5074339401056958,0.0077634953893721105,0.05,0.5874339401056958,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,True
2718,mfeat-factors,mfeat-factors,12,12,train,0.9088716176210784,0.00618278922047466,0.05,0.9688716176210784,"['standard_scaler', 'pca', 'svm']",0,3,False
2719,tic-tac-toe,tic-tac-toe,49,50,train,0.8334528698787939,0.006642009317874909,0.05,0.9134528698787939,"['minmax_scaler', 'pca', 'feature_selection', 'svm']",0,4,True
2720,vowel,vowel,3022,307,train,0.8932867998032367,0.007105961286773284,0.05,0.9332867998032367,"['pca', 'svm']",0,2,True
2721,PhishingWebsites,PhishingWebsites,14952,4534,train,0.8783136215977543,0.03391069211065769,0.05,0.9583136215977544,"['standard_scaler', 'pca', 'feature_selection', 'svm']",0,4,True
2722,jm1,jm1,3904,1053,train,0.4501331579812593,0.012563731241971254,0.05,0.5301331579812593,"['minmax_scaler', 'pca', 'feature_selection', 'svm']",0,4,False
2723,mfeat-fourier,mfeat-fourier,14,14,train,0.7704409953240678,0.013601761078462005,0.05,0.8304409953240679,"['pca', 'minmax_scaler', 'svm']",0,3,True
2724,mfeat-morphological,mfeat-morphological,18,18,train,0.37619566871878,0.011571972165256739,0.05,0.39619566871878004,['svm'],0,1,True
2725,eucalyptus,eucalyptus,2079,188,train,0.436114554711046,0.011549068428575993,0.05,0.516114554711046,"['minmax_scaler', 'pca', 'feature_selection', 'knn']",0,4,True
2726,dna,dna,167140,40670,train,0.7125879158077301,0.008602451533079147,0.05,0.7925879158077301,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,True
2727,Devnagari-Script,Devnagari-Script,167121,40923,train,0.8818164242003736,0.013693519402295351,0.05,0.9018164242003737,['knn'],0,1,True
2728,churn,churn,167141,40701,train,0.7521406109231841,0.007324159517884255,0.05,0.8321406109231841,"['minmax_scaler', 'pca', 'feature_selection', 'random_forest']",0,4,False
2729,segment,segment,146822,40984,train,0.7079255398372291,0.010899245040491223,0.05,0.7679255398372291,"['minmax_scaler', 'pca', 'svm']",0,3,False
2730,wilt,wilt,146820,40983,train,0.40607833883907507,0.009388056583702564,0.05,0.48607833883907503,"['standard_scaler', 'pca', 'feature_selection', 'svm']",0,4,False
2731,mnist_784,mnist_784,3573,554,train,0.8671844329115537,0.008261658158153296,0.05,0.9471844329115537,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,True
2732,electricity,electricity,219,151,train,0.7353124027185338,0.007284492067992687,0.05,0.8153124027185339,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,False
2733,texture,texture,125922,40499,train,0.9550832992800269,0.009033676935359836,0.05,0.9750832992800269,['random_forest'],0,1,True
2734,credit-g,credit-g,31,31,train,0.5130318754633061,0.00786849893629551,0.05,0.5930318754633062,"['minmax_scaler', 'pca', 'feature_selection', 'svm']",0,4,False
2735,sick,sick,3021,38,train,0.40420413122721754,0.00788690010085702,0.05,0.4842041312272175,"['minmax_scaler', 'pca', 'feature_selection', 'svm']",0,4,False
2736,bank-marketing,bank-marketing,14965,1461,train,0.5345316523049468,0.007018342148512602,0.05,0.6145316523049469,"['minmax_scaler', 'pca', 'feature_selection', 'svm']",0,4,False
2737,kc2,kc2,3913,1063,train,0.5834523971207388,0.00856573898345232,0.05,0.6634523971207389,"['minmax_scaler', 'pca', 'feature_selection', 'knn']",0,4,False
2738,mfeat-karhunen,mfeat-karhunen,16,16,train,0.8867575579715297,0.01016571344807744,0.05,0.9667575579715297,"['pca', 'feature_selection', 'standard_scaler', 'random_forest']",0,4,False
2739,Fashion-MNIST,Fashion-MNIST,146825,40996,train,0.7988386540142296,0.0066723007475957274,0.05,0.8588386540142297,"['standard_scaler', 'pca', 'knn']",0,3,False
2740,Internet-Advertisements,Internet-Advertisements,167125,40978,train,0.820659577332077,0.00533656170591712,0.05,0.900659577332077,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,False
2741,cylinder-bands,cylinder-bands,14954,6332,train,0.5782633053221289,0.04241764694452286,0.05,0.658263305322129,"['standard_scaler', 'pca', 'feature_selection', 'svm']",0,4,True
2742,isolet,isolet,3481,300,train,0.946933827324566,0.02286504628136754,0.05,0.966933827324566,['svm'],0,1,True
2743,connect-4,connect-4,146195,40668,train,0.5310242724390681,0.022313400730490686,0.05,0.6110242724390682,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,False
2744,nomao,nomao,9977,1486,train,0.8590459225627097,0.018921146169304848,0.05,0.9390459225627098,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,True
2745,analcatdata_authorship,analcatdata_authorship,3549,458,train,0.9199999999999999,0.013104691170156002,0.05,1.0,"['standard_scaler', 'pca', 'feature_selection', 'svm']",0,4,True
2746,GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,14969,4538,train,0.41936242244136973,0.012443929724395276,0.05,0.4993624224413697,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,True
2747,pc1,pc1,3918,1068,train,0.6437644699662747,0.010376072721555829,0.05,0.7037644699662747,"['standard_scaler', 'pca', 'random_forest']",0,3,False
2748,banknote-authentication,banknote-authentication,10093,1462,train,0.8971369121930919,0.010029003256931901,0.05,0.9571369121930919,"['minmax_scaler', 'pca', 'random_forest']",0,3,True
2749,pc4,pc4,3902,1049,train,0.5479371252633285,0.009161026403307914,0.05,0.6279371252633286,"['minmax_scaler', 'pca', 'feature_selection', 'random_forest']",0,4,False
2750,credit-approval,credit-approval,29,29,train,0.7314438502673797,0.010543933836743236,0.05,0.7914438502673797,"['standard_scaler', 'pca', 'svm']",0,3,True
2751,numerai28.6,numerai28.6,167120,23517,train,0.421333917691626,0.009376164805144072,0.05,0.5013339176916259,"['standard_scaler', 'pca', 'feature_selection', 'knn']",0,4,True
2752,climate-model-simulation-crashes,climate-model-simulation-crashes,146819,40994,train,0.6203493449781659,0.008423545281402767,0.05,0.6803493449781659,"['minmax_scaler', 'pca', 'knn']",0,3,False
2753,ilpd,ilpd,9971,1480,train,0.5264898989898988,0.0082520010182634,0.05,0.5864898989898989,"['pca', 'minmax_scaler', 'random_forest']",0,3,False
2754,splice,splice,45,46,train,0.9339648601916312,0.0089438920840621,0.05,0.9539648601916312,['random_forest'],0,1,True
